fecha,tipo,fondo,cuotapartes,valor_cp,tenencia,resultado
2020-11-10T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1670068,26.47,2.08
2020-11-10T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8790477,26.94,2.19
2020-11-10T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,8142169,1359.64,-40.36
2020-11-10T03:00:00.000Z,,Superfondo Renta $,19077,4853704,92.57,1.53
2020-11-09T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1668945,26.47,2.08
2020-11-09T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1664454,26.4,2.01
2020-11-09T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8782633,26.94,2.19
2020-11-09T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8767654,26.89,2.14
2020-11-09T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7859686,1359.64,-40.36
2020-11-09T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7738813,1338.73,-61.27
2020-11-09T03:00:00.000Z,,Superfondo Renta $,19077,4852629,92.57,1.53
2020-11-09T03:00:00.000Z,,Superfondo Renta $,19077,4842635,92.38,1.34
2020-11-06T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1664454,26.4,2.01
2020-11-06T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8767654,26.89,2.14
2020-11-06T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7738813,1338.73,-61.27
2020-11-06T03:00:00.000Z,,Superfondo Renta $,19077,4842635,92.38,1.34
2020-11-05T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1663333,26.38,1.99
2020-11-05T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8762165,26.87,2.12
2020-11-05T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7373039,1275.45,-124.55
2020-11-05T03:00:00.000Z,,Superfondo Renta $,19077,4813965,91.83,0.79
2020-11-04T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1662211,26.36,1.97
2020-11-04T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,875042,26.84,2.09
2020-11-04T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7421969,1283.92,-116.08
2020-11-04T03:00:00.000Z,,Superfondo Renta $,19077,4779776,91.18,0.14
2020-11-03T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1661091,26.35,1.96
2020-11-03T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8715226,26.73,1.98
2020-11-03T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7263911,1256.58,-143.42
2020-11-03T03:00:00.000Z,,Superfondo Renta $,19077,4743873,90.49,-0.55
2020-11-02T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1657747,26.29,1.9
2020-11-02T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8713732,26.73,1.98
2020-11-02T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6930141,1198.84,-201.16
2020-11-02T03:00:00.000Z,,Superfondo Renta $,19077,4756273,90.73,-0.31
2020-10-30T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1656631,26.28,1.89
2020-10-30T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8702784,26.69,1.94
2020-10-30T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7111063,1230.14,-169.86
2020-10-30T03:00:00.000Z,,Superfondo Renta $,19077,4722058,90.08,-0.96
2020-10-29T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1655544,26.26,1.87
2020-10-29T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8689944,26.65,1.9
2020-10-29T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,690149,1193.88,-206.12
2020-10-29T03:00:00.000Z,,Superfondo Renta $,19077,4722449,90.09,-0.95
2020-10-28T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1654463,26.24,1.85
2020-10-28T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8683909,26.63,1.88
2020-10-28T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7383253,1277.22,-122.78
2020-10-28T03:00:00.000Z,,Superfondo Renta $,19077,4734671,90.32,-0.72
2020-10-27T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1653383,26.22,1.83
2020-10-27T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,867763,26.61,1.86
2020-10-27T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,774388,1339.61,-60.39
2020-10-27T03:00:00.000Z,,Superfondo Renta $,19077,4767368,90.94,-0.1
2020-10-26T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1650148,26.17,1.78
2020-10-26T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8671602,26.6,1.85
2020-10-26T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,8396035,1452.42,52.42
2020-10-26T03:00:00.000Z,,Superfondo Renta $,19077,4804696,91.65,0.61
2020-10-23T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1649072,26.16,1.77
2020-10-23T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8671555,26.6,1.85
2020-10-23T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,8283748,1433,33
2020-10-23T03:00:00.000Z,,Superfondo Renta $,19077,4803765,91.64,0.6
2020-10-22T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1647995,26.14,1.75
2020-10-22T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8647064,26.52,1.77
2020-10-22T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,803285,1389.6,-10.4
2020-10-22T03:00:00.000Z,,Superfondo Renta $,19077,4808521,91.73,0.69
2020-10-21T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1646919,26.12,1.73
2020-10-21T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8642043,26.51,1.76
2020-10-21T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7930543,1371.9,-28.1
2020-10-21T03:00:00.000Z,,Superfondo Renta $,19077,4793004,91.43,0.39
2020-10-20T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1645855,26.1,1.71
2020-10-20T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8626235,26.46,1.71
2020-10-20T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7821987,1353.12,-46.88
2020-10-20T03:00:00.000Z,,Superfondo Renta $,19077,4782426,91.23,0.19
2020-10-19T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1642726,26.05,1.66
2020-10-19T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8613505,26.42,1.67
2020-10-19T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7798116,1348.99,-51.01
2020-10-19T03:00:00.000Z,,Superfondo Renta $,19077,4812051,91.79,0.75
2020-10-16T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1641738,26.04,1.65
2020-10-16T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8603638,26.39,1.64
2020-10-16T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7690739,1330.41,-69.59
2020-10-16T03:00:00.000Z,,Superfondo Renta $,19077,4803921,91.64,0.6
2020-10-15T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,164075,26.02,1.63
2020-10-15T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8604379,26.39,1.64
2020-10-15T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7512721,1299.62,-100.38
2020-10-15T03:00:00.000Z,,Superfondo Renta $,19077,4819509,91.94,0.9
2020-10-14T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1639769,26.01,1.62
2020-10-14T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8616112,26.43,1.68
2020-10-14T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7331385,1268.25,-131.75
2020-10-14T03:00:00.000Z,,Superfondo Renta $,19077,4800345,91.57,0.53
2020-10-13T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1635827,25.95,1.56
2020-10-13T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8608569,26.4,1.65
2020-10-13T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7282352,1259.77,-140.23
2020-10-13T03:00:00.000Z,,Superfondo Renta $,19077,4833297,92.2,1.16
2020-10-12T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1635827,25.95,1.56
2020-10-12T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8608569,26.4,1.65
2020-10-12T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7282352,1259.77,-140.23
2020-10-12T03:00:00.000Z,,Superfondo Renta $,19077,4833297,92.2,1.16
2020-10-09T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1634899,25.93,1.54
2020-10-09T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8612709,26.42,1.67
2020-10-09T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7198919,1245.33,-154.67
2020-10-09T03:00:00.000Z,,Superfondo Renta $,19077,4854456,92.6,1.56
2020-10-08T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1633979,25.92,1.53
2020-10-08T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8596303,26.37,1.62
2020-10-08T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7040929,1218,-182
2020-10-08T03:00:00.000Z,,Superfondo Renta $,19077,4846703,92.46,1.42
2020-10-07T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1633979,25.92,1.53
2020-10-07T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1633064,25.9,1.51
2020-10-07T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8596303,26.37,1.62
2020-10-07T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8599187,26.37,1.62
2020-10-07T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7040929,1218,-182
2020-10-07T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7007205,1212.17,-187.83
2020-10-07T03:00:00.000Z,,Superfondo Renta $,19077,4846703,92.46,1.42
2020-10-07T03:00:00.000Z,,Superfondo Renta $,19077,4848511,92.49,1.45
2020-10-06T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1633064,25.9,1.51
2020-10-06T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1632149,25.89,1.5
2020-10-06T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8599187,26.37,1.62
2020-10-06T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8594719,26.36,1.61
2020-10-06T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7007205,1212.17,-187.83
2020-10-06T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7080766,1224.89,-175.11
2020-10-06T03:00:00.000Z,,Superfondo Renta $,19077,4848511,92.49,1.45
2020-10-06T03:00:00.000Z,,Superfondo Renta $,19077,4866226,92.83,1.79
2020-10-05T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1629433,25.84,1.45
2020-10-05T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8588257,26.34,1.59
2020-10-05T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6976306,1206.82,-193.18
2020-10-05T03:00:00.000Z,,Superfondo Renta $,19077,4866538,92.83,1.79
2020-10-02T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1628591,25.83,1.44
2020-10-02T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,158638,1629433,25.83,1.44
2020-10-02T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8578335,26.32,1.57
2020-10-02T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,30676,8588257,26.32,1.57
2020-10-02T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6920716,1197.21,-202.79
2020-10-02T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6976306,1197.21,-202.79
2020-10-02T03:00:00.000Z,,Superfondo Renta $,19077,4828828,92.12,1.08
2020-10-02T03:00:00.000Z,,Superfondo Renta $,19077,4866538,92.12,1.08
2020-10-01T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1628591,35825.83,1998.8
2020-10-01T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1627751,35807.35,1980.32
2020-10-01T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8578335,365826.31,25826.31
2020-10-01T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8575172,365691.42,25691.42
2020-10-01T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6920716,1197.21,-202.79
2020-10-01T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6676616,1154.98,-245.02
